Id	Name	NotIdentifiedName 	Notes
2085	Bone	Bone	A thighbone from a human or humanoid monster.
2086	Crystal Skull	Crystal Skull	"A single piece of bluish crystal, carved into the shape of a human skull."
2087	Shovel	Shovel	A shovel.
2088	Lock Pick	Lock Pick	A simple lock pick.
2089	Rope	Rope	Coiled rope of sturdy quality.
2090	Lodestone	Lodestone	A souvenir from the Circus of the Sun.  This Lodestone is worth one point at the Main Circus Tent.
2091	Harpy Feather	Harpy Feather	A souvenir from the Circus of the Sun.  This Harpy Feather is worth three points at the Main Circus Tent.
2092	Golden Pyramid	Pyramid	A prize from the Circus of the Sun.  The emblem of the Circus and the word 'Abdul' are faintly etched on the bottom of the pyramid.
2093	Keg of Wine	Keg	A prize from the Circus of the Sun.  The emblem of the Circus and the word 'Abdul' are faintly etched on the bottom of the keg.
2094	Cobra Egg	Egg	The heavy egg of a large bird or reptile…or monster.
2095	Chime of Harmony	Chime	Quest Item:  A set of wind chimes made of brass with copper chains.  Etched along the surface of the chimes are symbols of Baa.
2096	Tooth	Tooth	A large canine tooth from the mouth of some huge beast.
2097	Four Leaf Clover	Four Leaf Clover	A souvenir from the Circus of the Sun.  This Four Leaf Clover is worth five points at the Main Circus Tent.
2098	Flute	Flute	A simple wood flute rimmed with silver.
2099	Harp	Harp	Quest Item: A beautifully carved wooden harp.
2100	Jeweled Egg	Jeweled Egg	"A bejeweled 'egg'.  Though it surely has something valuable and fascinating inside, you can't figure out how to open it up to look."
2101	Spider Queen's Heart	Heart	Quest Item: A bloody trophy of the wicked Spider Queen.
2102	Amber	Amber	"A piece of amber, long hardened and fossilized.  The exterior is encrusted with some brownish mineral.  "
2103	Magic Lamp	Magic lamp	An oil lamp of the kind genies from the fables come out of.
2104	Apple	Apple	"A perfect, shiny red apple."
2105	Cloak of Baa	Cloak	Quest Item: This cloak is coal black with a red logo embroidered in the back.  The logo is of a ball pierced by a sword.  An ominous symbol…
2106	Dragon Tower Keys	Key ring	Quest Item: A set of keys to the various Dragon Towers in the towns of Enroth.
2107	Key to Gharik's Laboratory	Key	Quest Item: A small key.
2108	Key to Snergle's Chambers	Key	Quest Item: A small key.
2109	Key to Goblinwatch	Key	Quest Item: A small key.
2110	Key	Key	A small key.
2111	Key	Key	A small key.
2112	High Sorcerer's Key	Key	A small key.
2113	Map	Map	A map made from stretched hides and vellum.
2114	Map	Map	A map made from stretched hides and vellum.
2115	Map	Map	A map made from stretched hides and vellum.
2116	Map	Map	A map made from stretched hides and vellum.
2117	Map	Map	A map made from stretched hides and vellum.
2118	Snergle's Axe	Axe	"Quest Item:  The finest Dwarven axe ever created in Enroth, Snergle's name is traced in flowing dwarven runes across the blade."
2119	Lord Kilburn's Shield	Large Shield	Quest Item:  This battered shield still bears Kilburn's name etched near the bottom.
2120	Name of Message	Message Scroll	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
2121	Name of Message	Message Scroll	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
2122	Letter from Zenofex	Message Scroll	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
2123	Enemies List	Message Scroll	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
2124	Orders from the Shadow Guild	Message Scroll	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
2125	The Letter	Message Scroll	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
2126	Devil Plans	Message Scroll	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
2127	Missive from the Archbishop	Message Scroll	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
2128	Discharge Papers	Message Scroll	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
2129	Letter from Zenofex	Message Scroll	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
2130	Letter from Cedric Druthers	Message Scroll	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
2131	Scrap of Paper	Message Scroll	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
